_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name
1018023,Individuals Receiving Intellectual Disability Services,Population Served by DHS,2022,6,Windgap
1018024,Individuals Receiving Intellectual Disability Services,Population Served by DHS,2023,,Windgap
1018025,Individuals Receiving Intellectual Disability Services,Population Served by DHS,2024,,Windgap
1018026,Individuals Receiving Intellectual Disability Services,Population Served by DHS,2025,,Windgap
1018027,Individuals Receiving Mental Health Services,Population Served by DHS,2020,83,Allegheny Center
1018028,Individuals Receiving Mental Health Services,Population Served by DHS,2021,82,Allegheny Center
1018029,Individuals Receiving Mental Health Services,Population Served by DHS,2022,82,Allegheny Center
1018030,Individuals Receiving Mental Health Services,Population Served by DHS,2023,83,Allegheny Center
1018031,Individuals Receiving Mental Health Services,Population Served by DHS,2024,76,Allegheny Center
1018032,Individuals Receiving Mental Health Services,Population Served by DHS,2025,69,Allegheny Center
1018033,Individuals Receiving Mental Health Services,Population Served by DHS,2020,12,Allegheny West
1018034,Individuals Receiving Mental Health Services,Population Served by DHS,2021,13,Allegheny West
1018035,Individuals Receiving Mental Health Services,Population Served by DHS,2022,18,Allegheny West
1018036,Individuals Receiving Mental Health Services,Population Served by DHS,2023,29,Allegheny West
1018037,Individuals Receiving Mental Health Services,Population Served by DHS,2024,37,Allegheny West
1018038,Individuals Receiving Mental Health Services,Population Served by DHS,2025,37,Allegheny West
1018039,Individuals Receiving Mental Health Services,Population Served by DHS,2020,307,Allentown
1018040,Individuals Receiving Mental Health Services,Population Served by DHS,2021,280,Allentown
1018041,Individuals Receiving Mental Health Services,Population Served by DHS,2022,286,Allentown
1018042,Individuals Receiving Mental Health Services,Population Served by DHS,2023,316,Allentown
1018043,Individuals Receiving Mental Health Services,Population Served by DHS,2024,297,Allentown
1018044,Individuals Receiving Mental Health Services,Population Served by DHS,2025,276,Allentown
1018045,Individuals Receiving Mental Health Services,Population Served by DHS,2020,191,Arlington
1018046,Individuals Receiving Mental Health Services,Population Served by DHS,2021,182,Arlington
1018047,Individuals Receiving Mental Health Services,Population Served by DHS,2022,151,Arlington
1018048,Individuals Receiving Mental Health Services,Population Served by DHS,2023,184,Arlington
1018049,Individuals Receiving Mental Health Services,Population Served by DHS,2024,180,Arlington
1018050,Individuals Receiving Mental Health Services,Population Served by DHS,2025,151,Arlington
1018051,Individuals Receiving Mental Health Services,Population Served by DHS,2020,46,Arlington Heights
1018052,Individuals Receiving Mental Health Services,Population Served by DHS,2021,49,Arlington Heights
1018053,Individuals Receiving Mental Health Services,Population Served by DHS,2022,45,Arlington Heights
1018054,Individuals Receiving Mental Health Services,Population Served by DHS,2023,44,Arlington Heights
1018055,Individuals Receiving Mental Health Services,Population Served by DHS,2024,57,Arlington Heights
1018056,Individuals Receiving Mental Health Services,Population Served by DHS,2025,51,Arlington Heights
1018057,Individuals Receiving Mental Health Services,Population Served by DHS,2020,128,Banksville
1018058,Individuals Receiving Mental Health Services,Population Served by DHS,2021,128,Banksville
1018059,Individuals Receiving Mental Health Services,Population Served by DHS,2022,144,Banksville
1018060,Individuals Receiving Mental Health Services,Population Served by DHS,2023,164,Banksville
1018061,Individuals Receiving Mental Health Services,Population Served by DHS,2024,159,Banksville
1018062,Individuals Receiving Mental Health Services,Population Served by DHS,2025,148,Banksville
1018063,Individuals Receiving Mental Health Services,Population Served by DHS,2020,196,Bedford Dwellings
1018064,Individuals Receiving Mental Health Services,Population Served by DHS,2021,216,Bedford Dwellings
1018065,Individuals Receiving Mental Health Services,Population Served by DHS,2022,218,Bedford Dwellings
1018066,Individuals Receiving Mental Health Services,Population Served by DHS,2023,201,Bedford Dwellings
1018067,Individuals Receiving Mental Health Services,Population Served by DHS,2024,217,Bedford Dwellings
1018068,Individuals Receiving Mental Health Services,Population Served by DHS,2025,197,Bedford Dwellings
1018069,Individuals Receiving Mental Health Services,Population Served by DHS,2020,483,Beechview
1018070,Individuals Receiving Mental Health Services,Population Served by DHS,2021,492,Beechview
1018071,Individuals Receiving Mental Health Services,Population Served by DHS,2022,510,Beechview
1018072,Individuals Receiving Mental Health Services,Population Served by DHS,2023,543,Beechview
1018073,Individuals Receiving Mental Health Services,Population Served by DHS,2024,507,Beechview
1018074,Individuals Receiving Mental Health Services,Population Served by DHS,2025,427,Beechview
1018075,Individuals Receiving Mental Health Services,Population Served by DHS,2020,173,Beltzhoover
1018076,Individuals Receiving Mental Health Services,Population Served by DHS,2021,172,Beltzhoover
1018077,Individuals Receiving Mental Health Services,Population Served by DHS,2022,163,Beltzhoover
1018078,Individuals Receiving Mental Health Services,Population Served by DHS,2023,174,Beltzhoover
1018079,Individuals Receiving Mental Health Services,Population Served by DHS,2024,177,Beltzhoover
1018080,Individuals Receiving Mental Health Services,Population Served by DHS,2025,144,Beltzhoover
1018081,Individuals Receiving Mental Health Services,Population Served by DHS,2020,313,Bloomfield
1018082,Individuals Receiving Mental Health Services,Population Served by DHS,2021,369,Bloomfield
1018083,Individuals Receiving Mental Health Services,Population Served by DHS,2022,341,Bloomfield
1018084,Individuals Receiving Mental Health Services,Population Served by DHS,2023,380,Bloomfield
1018085,Individuals Receiving Mental Health Services,Population Served by DHS,2024,367,Bloomfield
1018086,Individuals Receiving Mental Health Services,Population Served by DHS,2025,287,Bloomfield
1018087,Individuals Receiving Mental Health Services,Population Served by DHS,2020,184,Bluff
1018088,Individuals Receiving Mental Health Services,Population Served by DHS,2021,218,Bluff
1018089,Individuals Receiving Mental Health Services,Population Served by DHS,2022,214,Bluff
1018090,Individuals Receiving Mental Health Services,Population Served by DHS,2023,330,Bluff
1018091,Individuals Receiving Mental Health Services,Population Served by DHS,2024,361,Bluff
1018092,Individuals Receiving Mental Health Services,Population Served by DHS,2025,389,Bluff
1018093,Individuals Receiving Mental Health Services,Population Served by DHS,2020,37,Bon Air
1018094,Individuals Receiving Mental Health Services,Population Served by DHS,2021,38,Bon Air
1018095,Individuals Receiving Mental Health Services,Population Served by DHS,2022,38,Bon Air
1018096,Individuals Receiving Mental Health Services,Population Served by DHS,2023,40,Bon Air
1018097,Individuals Receiving Mental Health Services,Population Served by DHS,2024,41,Bon Air
1018098,Individuals Receiving Mental Health Services,Population Served by DHS,2025,33,Bon Air
1018099,Individuals Receiving Mental Health Services,Population Served by DHS,2020,448,Brighton Heights
1018100,Individuals Receiving Mental Health Services,Population Served by DHS,2021,478,Brighton Heights
1018101,Individuals Receiving Mental Health Services,Population Served by DHS,2022,446,Brighton Heights
1018102,Individuals Receiving Mental Health Services,Population Served by DHS,2023,530,Brighton Heights
1018103,Individuals Receiving Mental Health Services,Population Served by DHS,2024,508,Brighton Heights
1018104,Individuals Receiving Mental Health Services,Population Served by DHS,2025,413,Brighton Heights
1018105,Individuals Receiving Mental Health Services,Population Served by DHS,2020,700,Brookline
1018106,Individuals Receiving Mental Health Services,Population Served by DHS,2021,751,Brookline
1018107,Individuals Receiving Mental Health Services,Population Served by DHS,2022,736,Brookline
1018108,Individuals Receiving Mental Health Services,Population Served by DHS,2023,777,Brookline
1018109,Individuals Receiving Mental Health Services,Population Served by DHS,2024,759,Brookline
1018110,Individuals Receiving Mental Health Services,Population Served by DHS,2025,653,Brookline
1018111,Individuals Receiving Mental Health Services,Population Served by DHS,2020,94,California-Kirkbride
1018112,Individuals Receiving Mental Health Services,Population Served by DHS,2021,88,California-Kirkbride
1018113,Individuals Receiving Mental Health Services,Population Served by DHS,2022,97,California-Kirkbride
1018114,Individuals Receiving Mental Health Services,Population Served by DHS,2023,101,California-Kirkbride
1018115,Individuals Receiving Mental Health Services,Population Served by DHS,2024,90,California-Kirkbride
1018116,Individuals Receiving Mental Health Services,Population Served by DHS,2025,86,California-Kirkbride
1018117,Individuals Receiving Mental Health Services,Population Served by DHS,2020,986,Carrick
1018118,Individuals Receiving Mental Health Services,Population Served by DHS,2021,1065,Carrick
1018119,Individuals Receiving Mental Health Services,Population Served by DHS,2022,1060,Carrick
1018120,Individuals Receiving Mental Health Services,Population Served by DHS,2023,1055,Carrick
1018121,Individuals Receiving Mental Health Services,Population Served by DHS,2024,1068,Carrick
1018122,Individuals Receiving Mental Health Services,Population Served by DHS,2025,930,Carrick
1018123,Individuals Receiving Mental Health Services,Population Served by DHS,2020,150,Central Lawrenceville
1018124,Individuals Receiving Mental Health Services,Population Served by DHS,2021,157,Central Lawrenceville
1018125,Individuals Receiving Mental Health Services,Population Served by DHS,2022,159,Central Lawrenceville
1018126,Individuals Receiving Mental Health Services,Population Served by DHS,2023,177,Central Lawrenceville
1018127,Individuals Receiving Mental Health Services,Population Served by DHS,2024,180,Central Lawrenceville
1018128,Individuals Receiving Mental Health Services,Population Served by DHS,2025,136,Central Lawrenceville
1018129,Individuals Receiving Mental Health Services,Population Served by DHS,2020,169,Central Northside
1018130,Individuals Receiving Mental Health Services,Population Served by DHS,2021,162,Central Northside
1018131,Individuals Receiving Mental Health Services,Population Served by DHS,2022,158,Central Northside
1018132,Individuals Receiving Mental Health Services,Population Served by DHS,2023,181,Central Northside
1018133,Individuals Receiving Mental Health Services,Population Served by DHS,2024,178,Central Northside
1018134,Individuals Receiving Mental Health Services,Population Served by DHS,2025,145,Central Northside
1018135,Individuals Receiving Mental Health Services,Population Served by DHS,2020,49,Central Oakland
1018136,Individuals Receiving Mental Health Services,Population Served by DHS,2021,62,Central Oakland
1018137,Individuals Receiving Mental Health Services,Population Served by DHS,2022,43,Central Oakland
1018138,Individuals Receiving Mental Health Services,Population Served by DHS,2023,53,Central Oakland
1018139,Individuals Receiving Mental Health Services,Population Served by DHS,2024,52,Central Oakland
1018140,Individuals Receiving Mental Health Services,Population Served by DHS,2025,47,Central Oakland
1018141,Individuals Receiving Mental Health Services,Population Served by DHS,2020,34,Chartiers City
1018142,Individuals Receiving Mental Health Services,Population Served by DHS,2021,32,Chartiers City
1018143,Individuals Receiving Mental Health Services,Population Served by DHS,2022,34,Chartiers City
1018144,Individuals Receiving Mental Health Services,Population Served by DHS,2023,31,Chartiers City
1018145,Individuals Receiving Mental Health Services,Population Served by DHS,2024,37,Chartiers City
1018146,Individuals Receiving Mental Health Services,Population Served by DHS,2025,28,Chartiers City
1018147,Individuals Receiving Mental Health Services,Population Served by DHS,2020,12,Chateau
1018148,Individuals Receiving Mental Health Services,Population Served by DHS,2021,26,Chateau
1018149,Individuals Receiving Mental Health Services,Population Served by DHS,2022,35,Chateau
1018150,Individuals Receiving Mental Health Services,Population Served by DHS,2023,34,Chateau
1018151,Individuals Receiving Mental Health Services,Population Served by DHS,2024,41,Chateau
1018152,Individuals Receiving Mental Health Services,Population Served by DHS,2025,23,Chateau
1018153,Individuals Receiving Mental Health Services,Population Served by DHS,2020,331,Crafton Heights
1018154,Individuals Receiving Mental Health Services,Population Served by DHS,2021,335,Crafton Heights
1018155,Individuals Receiving Mental Health Services,Population Served by DHS,2022,334,Crafton Heights
1018156,Individuals Receiving Mental Health Services,Population Served by DHS,2023,341,Crafton Heights
1018157,Individuals Receiving Mental Health Services,Population Served by DHS,2024,400,Crafton Heights
1018158,Individuals Receiving Mental Health Services,Population Served by DHS,2025,331,Crafton Heights
1018159,Individuals Receiving Mental Health Services,Population Served by DHS,2020,237,Crawford-Roberts
1018160,Individuals Receiving Mental Health Services,Population Served by DHS,2021,244,Crawford-Roberts
1018161,Individuals Receiving Mental Health Services,Population Served by DHS,2022,236,Crawford-Roberts
1018162,Individuals Receiving Mental Health Services,Population Served by DHS,2023,240,Crawford-Roberts
1018163,Individuals Receiving Mental Health Services,Population Served by DHS,2024,255,Crawford-Roberts
1018164,Individuals Receiving Mental Health Services,Population Served by DHS,2025,223,Crawford-Roberts
1018165,Individuals Receiving Mental Health Services,Population Served by DHS,2020,105,Duquesne Heights
1018166,Individuals Receiving Mental Health Services,Population Served by DHS,2021,104,Duquesne Heights
1018167,Individuals Receiving Mental Health Services,Population Served by DHS,2022,105,Duquesne Heights
1018168,Individuals Receiving Mental Health Services,Population Served by DHS,2023,100,Duquesne Heights
1018169,Individuals Receiving Mental Health Services,Population Served by DHS,2024,96,Duquesne Heights
1018170,Individuals Receiving Mental Health Services,Population Served by DHS,2025,83,Duquesne Heights
1018171,Individuals Receiving Mental Health Services,Population Served by DHS,2020,218,East Allegheny
1018172,Individuals Receiving Mental Health Services,Population Served by DHS,2021,212,East Allegheny
1018173,Individuals Receiving Mental Health Services,Population Served by DHS,2022,201,East Allegheny
1018174,Individuals Receiving Mental Health Services,Population Served by DHS,2023,214,East Allegheny
1018175,Individuals Receiving Mental Health Services,Population Served by DHS,2024,216,East Allegheny
1018176,Individuals Receiving Mental Health Services,Population Served by DHS,2025,178,East Allegheny
1018177,Individuals Receiving Mental Health Services,Population Served by DHS,2020,42,East Carnegie
1018178,Individuals Receiving Mental Health Services,Population Served by DHS,2021,39,East Carnegie
1018179,Individuals Receiving Mental Health Services,Population Served by DHS,2022,44,East Carnegie
1018180,Individuals Receiving Mental Health Services,Population Served by DHS,2023,45,East Carnegie
1018181,Individuals Receiving Mental Health Services,Population Served by DHS,2024,34,East Carnegie
1018182,Individuals Receiving Mental Health Services,Population Served by DHS,2025,35,East Carnegie
1018183,Individuals Receiving Mental Health Services,Population Served by DHS,2020,300,East Hills
1018184,Individuals Receiving Mental Health Services,Population Served by DHS,2021,324,East Hills
1018185,Individuals Receiving Mental Health Services,Population Served by DHS,2022,314,East Hills
1018186,Individuals Receiving Mental Health Services,Population Served by DHS,2023,335,East Hills
1018187,Individuals Receiving Mental Health Services,Population Served by DHS,2024,362,East Hills
1018188,Individuals Receiving Mental Health Services,Population Served by DHS,2025,284,East Hills
1018189,Individuals Receiving Mental Health Services,Population Served by DHS,2020,493,East Liberty
1018190,Individuals Receiving Mental Health Services,Population Served by DHS,2021,456,East Liberty
1018191,Individuals Receiving Mental Health Services,Population Served by DHS,2022,436,East Liberty
1018192,Individuals Receiving Mental Health Services,Population Served by DHS,2023,461,East Liberty
1018193,Individuals Receiving Mental Health Services,Population Served by DHS,2024,463,East Liberty
1018194,Individuals Receiving Mental Health Services,Population Served by DHS,2025,404,East Liberty
1018195,Individuals Receiving Mental Health Services,Population Served by DHS,2020,215,Elliott
1018196,Individuals Receiving Mental Health Services,Population Served by DHS,2021,243,Elliott
1018197,Individuals Receiving Mental Health Services,Population Served by DHS,2022,243,Elliott
1018198,Individuals Receiving Mental Health Services,Population Served by DHS,2023,237,Elliott
1018199,Individuals Receiving Mental Health Services,Population Served by DHS,2024,251,Elliott
1018200,Individuals Receiving Mental Health Services,Population Served by DHS,2025,213,Elliott
1018201,Individuals Receiving Mental Health Services,Population Served by DHS,2020,35,Esplen
1018202,Individuals Receiving Mental Health Services,Population Served by DHS,2021,37,Esplen
1018203,Individuals Receiving Mental Health Services,Population Served by DHS,2022,34,Esplen
1018204,Individuals Receiving Mental Health Services,Population Served by DHS,2023,36,Esplen
1018205,Individuals Receiving Mental Health Services,Population Served by DHS,2024,32,Esplen
1018206,Individuals Receiving Mental Health Services,Population Served by DHS,2025,27,Esplen
1018207,Individuals Receiving Mental Health Services,Population Served by DHS,2020,68,Fairywood
1018208,Individuals Receiving Mental Health Services,Population Served by DHS,2021,77,Fairywood
1018209,Individuals Receiving Mental Health Services,Population Served by DHS,2022,78,Fairywood
1018210,Individuals Receiving Mental Health Services,Population Served by DHS,2023,91,Fairywood
1018211,Individuals Receiving Mental Health Services,Population Served by DHS,2024,79,Fairywood
1018212,Individuals Receiving Mental Health Services,Population Served by DHS,2025,73,Fairywood
1018213,Individuals Receiving Mental Health Services,Population Served by DHS,2020,98,Fineview
1018214,Individuals Receiving Mental Health Services,Population Served by DHS,2021,100,Fineview
1018215,Individuals Receiving Mental Health Services,Population Served by DHS,2022,88,Fineview
1018216,Individuals Receiving Mental Health Services,Population Served by DHS,2023,97,Fineview
1018217,Individuals Receiving Mental Health Services,Population Served by DHS,2024,107,Fineview
1018218,Individuals Receiving Mental Health Services,Population Served by DHS,2025,95,Fineview
1018219,Individuals Receiving Mental Health Services,Population Served by DHS,2020,67,Friendship
1018220,Individuals Receiving Mental Health Services,Population Served by DHS,2021,78,Friendship
1018221,Individuals Receiving Mental Health Services,Population Served by DHS,2022,63,Friendship
1018222,Individuals Receiving Mental Health Services,Population Served by DHS,2023,83,Friendship
1018223,Individuals Receiving Mental Health Services,Population Served by DHS,2024,84,Friendship
1018224,Individuals Receiving Mental Health Services,Population Served by DHS,2025,76,Friendship
1018225,Individuals Receiving Mental Health Services,Population Served by DHS,2020,357,Garfield
1018226,Individuals Receiving Mental Health Services,Population Served by DHS,2021,359,Garfield
1018227,Individuals Receiving Mental Health Services,Population Served by DHS,2022,364,Garfield
1018228,Individuals Receiving Mental Health Services,Population Served by DHS,2023,370,Garfield
1018229,Individuals Receiving Mental Health Services,Population Served by DHS,2024,367,Garfield
1018230,Individuals Receiving Mental Health Services,Population Served by DHS,2025,320,Garfield
1018231,Individuals Receiving Mental Health Services,Population Served by DHS,2020,132,Glen Hazel
1018232,Individuals Receiving Mental Health Services,Population Served by DHS,2021,123,Glen Hazel
1018233,Individuals Receiving Mental Health Services,Population Served by DHS,2022,114,Glen Hazel
1018234,Individuals Receiving Mental Health Services,Population Served by DHS,2023,110,Glen Hazel
1018235,Individuals Receiving Mental Health Services,Population Served by DHS,2024,109,Glen Hazel
1018236,Individuals Receiving Mental Health Services,Population Served by DHS,2025,94,Glen Hazel
1018237,Individuals Receiving Mental Health Services,Population Served by DHS,2020,295,Golden Triangle
1018238,Individuals Receiving Mental Health Services,Population Served by DHS,2021,326,Golden Triangle
1018239,Individuals Receiving Mental Health Services,Population Served by DHS,2022,293,Golden Triangle
1018240,Individuals Receiving Mental Health Services,Population Served by DHS,2023,310,Golden Triangle
1018241,Individuals Receiving Mental Health Services,Population Served by DHS,2024,339,Golden Triangle
1018242,Individuals Receiving Mental Health Services,Population Served by DHS,2025,304,Golden Triangle
1018243,Individuals Receiving Mental Health Services,Population Served by DHS,2020,333,Greenfield
1018244,Individuals Receiving Mental Health Services,Population Served by DHS,2021,345,Greenfield
1018245,Individuals Receiving Mental Health Services,Population Served by DHS,2022,351,Greenfield
1018246,Individuals Receiving Mental Health Services,Population Served by DHS,2023,397,Greenfield
1018247,Individuals Receiving Mental Health Services,Population Served by DHS,2024,411,Greenfield
1018248,Individuals Receiving Mental Health Services,Population Served by DHS,2025,341,Greenfield
1018249,Individuals Receiving Mental Health Services,Population Served by DHS,2020,32,Hays
1018250,Individuals Receiving Mental Health Services,Population Served by DHS,2021,42,Hays
1018251,Individuals Receiving Mental Health Services,Population Served by DHS,2022,40,Hays
1018252,Individuals Receiving Mental Health Services,Population Served by DHS,2023,37,Hays
1018253,Individuals Receiving Mental Health Services,Population Served by DHS,2024,45,Hays
1018254,Individuals Receiving Mental Health Services,Population Served by DHS,2025,38,Hays
1018255,Individuals Receiving Mental Health Services,Population Served by DHS,2020,415,Hazelwood
1018256,Individuals Receiving Mental Health Services,Population Served by DHS,2021,432,Hazelwood
1018257,Individuals Receiving Mental Health Services,Population Served by DHS,2022,398,Hazelwood
1018258,Individuals Receiving Mental Health Services,Population Served by DHS,2023,435,Hazelwood
1018259,Individuals Receiving Mental Health Services,Population Served by DHS,2024,424,Hazelwood
1018260,Individuals Receiving Mental Health Services,Population Served by DHS,2025,362,Hazelwood
1018261,Individuals Receiving Mental Health Services,Population Served by DHS,2020,143,Highland Park
1018262,Individuals Receiving Mental Health Services,Population Served by DHS,2021,188,Highland Park
1018263,Individuals Receiving Mental Health Services,Population Served by DHS,2022,175,Highland Park
1018264,Individuals Receiving Mental Health Services,Population Served by DHS,2023,206,Highland Park
1018265,Individuals Receiving Mental Health Services,Population Served by DHS,2024,215,Highland Park
1018266,Individuals Receiving Mental Health Services,Population Served by DHS,2025,189,Highland Park
1018267,Individuals Receiving Mental Health Services,Population Served by DHS,2020,326,Homewood North
1018268,Individuals Receiving Mental Health Services,Population Served by DHS,2021,314,Homewood North
1018269,Individuals Receiving Mental Health Services,Population Served by DHS,2022,288,Homewood North
1018270,Individuals Receiving Mental Health Services,Population Served by DHS,2023,324,Homewood North
1018271,Individuals Receiving Mental Health Services,Population Served by DHS,2024,326,Homewood North
1018272,Individuals Receiving Mental Health Services,Population Served by DHS,2025,271,Homewood North
1018273,Individuals Receiving Mental Health Services,Population Served by DHS,2020,269,Homewood South
1018274,Individuals Receiving Mental Health Services,Population Served by DHS,2021,262,Homewood South
1018275,Individuals Receiving Mental Health Services,Population Served by DHS,2022,262,Homewood South
1018276,Individuals Receiving Mental Health Services,Population Served by DHS,2023,266,Homewood South
1018277,Individuals Receiving Mental Health Services,Population Served by DHS,2024,282,Homewood South
1018278,Individuals Receiving Mental Health Services,Population Served by DHS,2025,243,Homewood South
1018279,Individuals Receiving Mental Health Services,Population Served by DHS,2020,67,Homewood West
1018280,Individuals Receiving Mental Health Services,Population Served by DHS,2021,99,Homewood West
1018281,Individuals Receiving Mental Health Services,Population Served by DHS,2022,80,Homewood West
1018282,Individuals Receiving Mental Health Services,Population Served by DHS,2023,80,Homewood West
1018283,Individuals Receiving Mental Health Services,Population Served by DHS,2024,77,Homewood West
1018284,Individuals Receiving Mental Health Services,Population Served by DHS,2025,77,Homewood West
1018285,Individuals Receiving Mental Health Services,Population Served by DHS,2020,502,Knoxville
1018286,Individuals Receiving Mental Health Services,Population Served by DHS,2021,502,Knoxville
1018287,Individuals Receiving Mental Health Services,Population Served by DHS,2022,476,Knoxville
1018288,Individuals Receiving Mental Health Services,Population Served by DHS,2023,503,Knoxville
1018289,Individuals Receiving Mental Health Services,Population Served by DHS,2024,506,Knoxville
1018290,Individuals Receiving Mental Health Services,Population Served by DHS,2025,432,Knoxville
1018291,Individuals Receiving Mental Health Services,Population Served by DHS,2020,202,Larimer
1018292,Individuals Receiving Mental Health Services,Population Served by DHS,2021,188,Larimer
1018293,Individuals Receiving Mental Health Services,Population Served by DHS,2022,202,Larimer
1018294,Individuals Receiving Mental Health Services,Population Served by DHS,2023,191,Larimer
1018295,Individuals Receiving Mental Health Services,Population Served by DHS,2024,192,Larimer
1018296,Individuals Receiving Mental Health Services,Population Served by DHS,2025,183,Larimer
1018297,Individuals Receiving Mental Health Services,Population Served by DHS,2020,131,Lincoln Place
1018298,Individuals Receiving Mental Health Services,Population Served by DHS,2021,139,Lincoln Place
1018299,Individuals Receiving Mental Health Services,Population Served by DHS,2022,150,Lincoln Place
1018300,Individuals Receiving Mental Health Services,Population Served by DHS,2023,160,Lincoln Place
1018301,Individuals Receiving Mental Health Services,Population Served by DHS,2024,166,Lincoln Place
1018302,Individuals Receiving Mental Health Services,Population Served by DHS,2025,129,Lincoln Place
1018303,Individuals Receiving Mental Health Services,Population Served by DHS,2020,329,Lincoln-Lemington-Belmar
1018304,Individuals Receiving Mental Health Services,Population Served by DHS,2021,344,Lincoln-Lemington-Belmar
1018305,Individuals Receiving Mental Health Services,Population Served by DHS,2022,334,Lincoln-Lemington-Belmar
1018306,Individuals Receiving Mental Health Services,Population Served by DHS,2023,348,Lincoln-Lemington-Belmar
1018307,Individuals Receiving Mental Health Services,Population Served by DHS,2024,331,Lincoln-Lemington-Belmar
1018308,Individuals Receiving Mental Health Services,Population Served by DHS,2025,283,Lincoln-Lemington-Belmar
1018309,Individuals Receiving Mental Health Services,Population Served by DHS,2020,93,Lower Lawrenceville
1018310,Individuals Receiving Mental Health Services,Population Served by DHS,2021,99,Lower Lawrenceville
1018311,Individuals Receiving Mental Health Services,Population Served by DHS,2022,92,Lower Lawrenceville
1018312,Individuals Receiving Mental Health Services,Population Served by DHS,2023,101,Lower Lawrenceville
1018313,Individuals Receiving Mental Health Services,Population Served by DHS,2024,94,Lower Lawrenceville
1018314,Individuals Receiving Mental Health Services,Population Served by DHS,2025,81,Lower Lawrenceville
1018315,Individuals Receiving Mental Health Services,Population Served by DHS,2020,175,Manchester
1018316,Individuals Receiving Mental Health Services,Population Served by DHS,2021,155,Manchester
1018317,Individuals Receiving Mental Health Services,Population Served by DHS,2022,144,Manchester
1018318,Individuals Receiving Mental Health Services,Population Served by DHS,2023,173,Manchester
1018319,Individuals Receiving Mental Health Services,Population Served by DHS,2024,159,Manchester
1018320,Individuals Receiving Mental Health Services,Population Served by DHS,2025,128,Manchester
1018321,Individuals Receiving Mental Health Services,Population Served by DHS,2020,434,Marshall-Shadeland
1018322,Individuals Receiving Mental Health Services,Population Served by DHS,2021,452,Marshall-Shadeland
1018323,Individuals Receiving Mental Health Services,Population Served by DHS,2022,451,Marshall-Shadeland
1018324,Individuals Receiving Mental Health Services,Population Served by DHS,2023,448,Marshall-Shadeland
1018325,Individuals Receiving Mental Health Services,Population Served by DHS,2024,458,Marshall-Shadeland
1018326,Individuals Receiving Mental Health Services,Population Served by DHS,2025,376,Marshall-Shadeland
1018327,Individuals Receiving Mental Health Services,Population Served by DHS,2020,183,Middle Hill
1018328,Individuals Receiving Mental Health Services,Population Served by DHS,2021,220,Middle Hill
1018329,Individuals Receiving Mental Health Services,Population Served by DHS,2022,205,Middle Hill
1018330,Individuals Receiving Mental Health Services,Population Served by DHS,2023,206,Middle Hill
1018331,Individuals Receiving Mental Health Services,Population Served by DHS,2024,203,Middle Hill
1018332,Individuals Receiving Mental Health Services,Population Served by DHS,2025,185,Middle Hill
1018333,Individuals Receiving Mental Health Services,Population Served by DHS,2020,118,Morningside
1018334,Individuals Receiving Mental Health Services,Population Served by DHS,2021,119,Morningside
1018335,Individuals Receiving Mental Health Services,Population Served by DHS,2022,120,Morningside
1018336,Individuals Receiving Mental Health Services,Population Served by DHS,2023,135,Morningside
1018337,Individuals Receiving Mental Health Services,Population Served by DHS,2024,145,Morningside
1018338,Individuals Receiving Mental Health Services,Population Served by DHS,2025,130,Morningside
1018339,Individuals Receiving Mental Health Services,Population Served by DHS,2020,52,Mount Oliver
1018340,Individuals Receiving Mental Health Services,Population Served by DHS,2021,47,Mount Oliver
1018341,Individuals Receiving Mental Health Services,Population Served by DHS,2022,40,Mount Oliver
1018342,Individuals Receiving Mental Health Services,Population Served by DHS,2023,53,Mount Oliver
1018343,Individuals Receiving Mental Health Services,Population Served by DHS,2024,52,Mount Oliver
1018344,Individuals Receiving Mental Health Services,Population Served by DHS,2025,42,Mount Oliver
1018345,Individuals Receiving Mental Health Services,Population Served by DHS,2020,449,Mount Washington
1018346,Individuals Receiving Mental Health Services,Population Served by DHS,2021,496,Mount Washington
1018347,Individuals Receiving Mental Health Services,Population Served by DHS,2022,491,Mount Washington
1018348,Individuals Receiving Mental Health Services,Population Served by DHS,2023,538,Mount Washington
1018349,Individuals Receiving Mental Health Services,Population Served by DHS,2024,544,Mount Washington
1018350,Individuals Receiving Mental Health Services,Population Served by DHS,2025,462,Mount Washington
1018351,Individuals Receiving Mental Health Services,Population Served by DHS,2020,36,New Homestead
1018352,Individuals Receiving Mental Health Services,Population Served by DHS,2021,35,New Homestead
1018353,Individuals Receiving Mental Health Services,Population Served by DHS,2022,34,New Homestead
1018354,Individuals Receiving Mental Health Services,Population Served by DHS,2023,35,New Homestead
1018355,Individuals Receiving Mental Health Services,Population Served by DHS,2024,27,New Homestead
1018356,Individuals Receiving Mental Health Services,Population Served by DHS,2025,20,New Homestead
1018357,Individuals Receiving Mental Health Services,Population Served by DHS,2020,149,North Oakland
1018358,Individuals Receiving Mental Health Services,Population Served by DHS,2021,171,North Oakland
1018359,Individuals Receiving Mental Health Services,Population Served by DHS,2022,140,North Oakland
1018360,Individuals Receiving Mental Health Services,Population Served by DHS,2023,167,North Oakland
1018361,Individuals Receiving Mental Health Services,Population Served by DHS,2024,180,North Oakland
1018362,Individuals Receiving Mental Health Services,Population Served by DHS,2025,147,North Oakland
1018363,Individuals Receiving Mental Health Services,Population Served by DHS,2020,18,North Shore
1018364,Individuals Receiving Mental Health Services,Population Served by DHS,2021,21,North Shore
